"","country","result.taxonid","species","result.subspecies","result.rank","result.subpopulation","result.category","acceptedName"
"8204","us",194050,"Quercus ajoensis",NA,NA,NA,"VU","Quercus ajoensis"
"8205","us",194051,"Quercus alba",NA,NA,NA,"LC","Quercus alba"
"8206","us",194058,"Quercus arizonica",NA,NA,NA,"LC","Quercus arizonica"
"8207","us",30953,"Quercus arkansana",NA,NA,NA,"VU","Quercus arkansana"
"8208","us",194067,"Quercus austrina",NA,NA,NA,"VU","Quercus austrina"
"8209","us",194068,"Quercus berberidifolia",NA,NA,NA,"LC","Quercus berberidifolia"
"8210","us",194069,"Quercus bicolor",NA,NA,NA,"LC","Quercus bicolor"
"8211","us",33635,"Quercus boyntonii",NA,NA,NA,"CR","Quercus boyntonii"
"8212","us",34030,"Quercus buckleyi",NA,NA,NA,"LC","Quercus buckleyi"
"8213","us",194072,"Quercus carmenensis",NA,NA,NA,"EN","Quercus carmenensis"
"8214","us",30727,"Quercus cedrosensis",NA,NA,NA,"VU","Quercus cedrosensis"
"8215","us",194074,"Quercus cerris",NA,NA,NA,"LC","Quercus cerris"
"8216","us",72420232,"Quercus chapmanii",NA,NA,NA,"LC","Quercus chapmanii"
"8217","us",194076,"Quercus chrysolepis",NA,NA,NA,"LC","Quercus chrysolepis"
"8218","us",194079,"Quercus coccinea",NA,NA,NA,"LC","Quercus coccinea"
"8219","us",78811580,"Quercus cornelius-mulleri",NA,NA,NA,"LC","Quercus cornelius-mulleri"
"8220","us",32762,"Quercus depressipes",NA,NA,NA,"LC","Quercus depressipes"
"8221","us",78914533,"Quercus douglasii",NA,NA,NA,"LC","Quercus douglasii"
"8222","us",34662,"Quercus dumosa",NA,NA,NA,"EN","Quercus dumosa"
"8223","us",86583109,"Quercus durata",NA,NA,NA,"LC","Quercus durata"
"8224","us",33896,"Quercus ellipsoidalis",NA,NA,NA,"LC","Quercus ellipsoidalis"
"8225","us",194126,"Quercus emoryi",NA,NA,NA,"LC","Quercus emoryi"
"8226","us",34020,"Quercus engelmannii",NA,NA,NA,"EN","Quercus engelmannii"
"8227","us",194127,"Quercus falcata",NA,NA,NA,"LC","Quercus falcata"
"8228","us",194130,"Quercus fusiformis",NA,NA,NA,"LC","Quercus fusiformis"
"8229","us",194132,"Quercus gambelii",NA,NA,NA,"LC","Quercus gambelii"
"8230","us",194133,"Quercus garryana",NA,NA,NA,"LC","Quercus garryana"
"8231","us",194134,"Quercus geminata",NA,NA,NA,"LC","Quercus geminata"
"8232","us",34011,"Quercus georgiana",NA,NA,NA,"EN","Quercus georgiana"
"8233","us",30954,"Quercus graciliformis",NA,NA,NA,"CR","Quercus canbyi"
"8234","us",34665,"Quercus gravesii",NA,NA,NA,"LC","Quercus gravesii"
"8235","us",78921986,"Quercus grisea",NA,NA,NA,"LC","Quercus grisea"
"8236","us",72420404,"Quercus havardii",NA,NA,NA,"EN","Quercus havardii"
"8237","us",194137,"Quercus hemisphaerica",NA,NA,NA,"LC","Quercus hemisphaerica"
"8238","us",30955,"Quercus hinckleyi",NA,NA,NA,"CR","Quercus hinckleyi"
"8239","us",78923860,"Quercus hypoleucoides",NA,NA,NA,"LC","Quercus hypoleucoides"
"8240","us",194173,"Quercus ilicifolia",NA,NA,NA,"LC","Quercus ilicifolia"
"8241","us",194174,"Quercus imbricaria",NA,NA,NA,"LC","Quercus imbricaria"
"8242","us",194175,"Quercus incana",NA,NA,NA,"LC","Quercus incana"
"8243","us",72420414,"Quercus inopina",NA,NA,NA,"LC","Quercus inopina"
"8244","us",78967163,"Quercus intricata",NA,NA,NA,"LC","Quercus intricata"
"8245","us",86583133,"Quercus john-tuckeri",NA,NA,NA,"LC","Quercus john-tuckeri"
"8246","us",61982990,"Quercus kelloggii",NA,NA,NA,"LC","Quercus kelloggii"
"8247","us",72420423,"Quercus laceyi",NA,NA,NA,"LC","Quercus laceyi"
"8248","us",194182,"Quercus laevis",NA,NA,NA,"LC","Quercus laevis"
"8249","us",194186,"Quercus laurifolia",NA,NA,NA,"LC","Quercus laurifolia"
"8250","us",61983021,"Quercus lobata",NA,NA,NA,"NT","Quercus lobata"
"8251","us",194190,"Quercus lyrata",NA,NA,NA,"LC","Quercus lyrata"
"8252","us",34008,"Quercus macdonaldii",NA,NA,NA,"VU","Quercus macdonaldii"
"8253","us",33991,"Quercus macrocarpa",NA,NA,NA,"LC","Quercus macrocarpa"
"8254","us",194191,"Quercus margarettae",NA,NA,NA,"LC","Quercus margarettae"
"8255","us",194195,"Quercus marilandica",NA,NA,NA,"LC","Quercus marilandica"
"8256","us",194196,"Quercus michauxii",NA,NA,NA,"LC","Quercus michauxii"
"8257","us",194198,"Quercus minima",NA,NA,NA,"LC","Quercus minima"
"8258","us",194199,"Quercus mohriana",NA,NA,NA,"LC","Quercus mohriana"
"8259","us",194201,"Quercus montana",NA,NA,NA,"LC","Quercus montana"
"8260","us",194202,"Quercus muehlenbergii",NA,NA,NA,"LC","Quercus muehlenbergii"
"8261","us",194204,"Quercus myrtifolia",NA,NA,NA,"LC","Quercus myrtifolia"
"8262","us",194205,"Quercus nigra",NA,NA,NA,"LC","Quercus nigra"
"8263","us",78969903,"Quercus oblongifolia",NA,NA,NA,"LC","Quercus oblongifolia"
"8264","us",30956,"Quercus oglethorpensis",NA,NA,NA,"EN","Quercus oglethorpensis"
"8265","us",194213,"Quercus pacifica",NA,NA,NA,"EN","Quercus pacifica"
"8266","us",194214,"Quercus pagoda",NA,NA,NA,"LC","Quercus pagoda"
"8267","us",78970940,"Quercus palmeri",NA,NA,NA,"NT","Quercus palmeri"
"8268","us",194215,"Quercus palustris",NA,NA,NA,"LC","Quercus palustris"
"8269","us",62538,"Quercus parvula",NA,NA,NA,"NT","Quercus parvula"
"8270","us",194220,"Quercus phellos",NA,NA,NA,"LC","Quercus phellos"
"8271","us",194221,"Quercus polymorpha",NA,NA,NA,"LC","Quercus polymorpha"
"8272","us",33897,"Quercus prinoides",NA,NA,NA,"LC","Quercus prinoides"
"8273","us",194224,"Quercus pumila",NA,NA,NA,"LC","Quercus pumila"
"8274","us",72420426,"Quercus pungens",NA,NA,NA,"LC","Quercus pungens"
"8275","us",34021,"Quercus robusta",NA,NA,NA,"DD","Quercus robusta"
"8276","us",194226,"Quercus rubra",NA,NA,NA,"LC","Quercus rubra"
"8277","us",194227,"Quercus rugosa",NA,NA,NA,"LC","Quercus rugosa"
"8278","us",78972401,"Quercus sadleriana",NA,NA,NA,"NT","Quercus sadleriana"
"8279","us",194232,"Quercus shumardii",NA,NA,NA,"LC","Quercus shumardii"
"8280","us",194233,"Quercus similis",NA,NA,NA,"LC","Quercus similis"
"8281","us",194234,"Quercus sinuata",NA,NA,NA,"LC","Quercus sinuata"
"8282","us",194236,"Quercus stellata",NA,NA,NA,"LC","Quercus stellata"
"8283","us",30958,"Quercus tardifolia",NA,NA,NA,"DD","Quercus tardifolia"
"8284","us",194239,"Quercus texana",NA,NA,NA,"LC","Quercus texana"
"8285","us",30959,"Quercus tomentella",NA,NA,NA,"EN","Quercus tomentella"
"8286","us",34683,"Quercus toumeyi",NA,NA,NA,"DD","Quercus toumeyi"
"8287","us",194242,"Quercus turbinella",NA,NA,NA,"LC","Quercus turbinella"
"8288","us",78978851,"Quercus vacciniifolia",NA,NA,NA,"LC","Quercus vacciniifolia"
"8289","us",72420977,"Quercus vaseyana",NA,NA,NA,"LC","Quercus vaseyana"
"8290","us",194244,"Quercus velutina",NA,NA,NA,"LC","Quercus velutina"
"8291","us",79005393,"Quercus viminea",NA,NA,NA,"LC","Quercus viminea"
"8292","us",194245,"Quercus virginiana",NA,NA,NA,"LC","Quercus virginiana"
"8293","us",89254808,"Quercus wislizeni",NA,NA,NA,"LC","Quercus wislizeni"
"8294","us",183926,"Quietula y-cauda",NA,NA,NA,"LC","Quietula y-cauda"
"8295","us",22724311,"Quiscalus major",NA,NA,NA,"LC","Quiscalus major"
"8296","us",22724308,"Quiscalus mexicanus",NA,NA,NA,"LC","Quiscalus mexicanus"
"8297","us",22724320,"Quiscalus quiscula",NA,NA,NA,"NT","Quiscalus quiscula"
"8298","us",190190,"Rachycentron canadum",NA,NA,NA,"LC","Rachycentron canadum"
"8299","us",21112632,"Radiicephalus elongatus",NA,NA,NA,"LC","Radiicephalus elongatus"
"8300","us",19063,"Radiocentrum avalonense",NA,NA,NA,"CR","Radiocentrum avalonense"
"8301","us",155568,"Radix auricularia",NA,NA,NA,"LC","Radix auricularia"
"8302","us",161446,"Raja ackleyi",NA,NA,NA,"DD","Raja ackleyi"
"8303","us",161528,"Raja bahamensis",NA,NA,NA,"DD","Raja bahamensis"
"8304","us",161658,"Raja eglanteria",NA,NA,NA,"LC","Raja eglanteria"
"8305","us",161694,"Raja equatorialis",NA,NA,NA,"DD","Raja equatorialis"
"8306","us",161466,"Raja inornata",NA,NA,NA,"LC","Raja inornata"
"8307","us",161595,"Raja rhina",NA,NA,NA,"LC","Raja rhina"
"8308","us",161629,"Raja stellulata",NA,NA,NA,"LC","Raja stellulata"
"8309","us",161686,"Raja texana",NA,NA,NA,"DD","Raja texana"
"8310","us",161344,"Raja velezi",NA,NA,NA,"DD","Raja velezi"
"8311","us",161345,"Rajella bathyphila",NA,NA,NA,"LC","Rajella bathyphila"
"8312","us",161371,"Rajella bigelowi",NA,NA,NA,"LC","Rajella bigelowi"
"8313","us",161512,"Rajella fuliginea",NA,NA,NA,"LC","Rajella fuliginea"
"8314","us",62155296,"Rallus crepitans",NA,NA,NA,"LC","Rallus crepitans"
"8315","us",62155060,"Rallus elegans",NA,NA,NA,"NT","Rallus elegans"
"8316","us",22692479,"Rallus limicola",NA,NA,NA,"LC","Rallus limicola"
"8317","us",22731577,"Rallus obsoletus",NA,NA,NA,"NT","Rallus obsoletus"
"8318","us",58553,"Rana aurora",NA,NA,NA,"LC","Rana aurora"
"8319","us",19175,"Rana boylii",NA,NA,NA,"NT","Rana boylii"
"8320","us",19176,"Rana cascadae",NA,NA,NA,"NT","Rana cascadae"
"8321","us",136113,"Rana draytonii",NA,NA,NA,"VU","Rana draytonii"
"8322","us",58649,"Rana luteiventris",NA,NA,NA,"LC","Rana luteiventris"
"8323","us",19177,"Rana muscosa",NA,NA,NA,"EN","Rana muscosa"
"8324","us",19179,"Rana pretiosa",NA,NA,NA,"VU","Rana pretiosa"
"8325","us",136114,"Rana sierrae",NA,NA,NA,"EN","Rana sierrae"
"8326","us",194400,"Randallichthys filamentosus",NA,NA,NA,"LC","Randallichthys filamentosus"
"8327","us",29742,"Rangifer tarandus",NA,NA,NA,"VU","Rangifer tarandus"
"8328","us",64322143,"Ranunculus ambigens",NA,NA,NA,"LC","Ranunculus ambigens"
"8329","us",164182,"Ranunculus aquatilis",NA,NA,NA,"LC","Ranunculus aquatilis"
"8330","us",64322147,"Ranunculus cymbalaria",NA,NA,NA,"LC","Halerpestes cymbalaria"
"8331","us",64322157,"Ranunculus flabellaris",NA,NA,NA,"LC","Ranunculus flabellaris"
"8332","us",164282,"Ranunculus flammula",NA,NA,NA,"LC","Ranunculus flammula"
"8333","us",64322166,"Ranunculus gmelinii",NA,NA,NA,"LC","Ranunculus gmelinii"
"8334","us",164528,"Ranunculus hederaceus",NA,NA,NA,"LC","Ranunculus hederaceus"
"8335","us",64322177,"Ranunculus hispidus",NA,NA,NA,"LC","Ranunculus hispidus"
"8336","us",64322180,"Ranunculus hyperboreus",NA,NA,NA,"LC","Ranunculus hyperboreus"
"8337","us",64322185,"Ranunculus lobbii",NA,NA,NA,"LC","Ranunculus lobbii"
"8338","us",64322200,"Ranunculus macounii",NA,NA,NA,"LC","Ranunculus macounii"
"8339","us",167921,"Ranunculus reptans",NA,NA,NA,"LC","Ranunculus reptans"
"8340","us",164175,"Ranunculus sceleratus",NA,NA,NA,"LC","Ranunculus sceleratus"
"8341","us",164138,"Ranunculus trichophyllus",NA,NA,NA,"LC","Ranunculus trichophyllus"
"8342","us",193615,"Ranzania laevis",NA,NA,NA,"LC","Ranzania laevis"
"8343","us",19330,"Rattus exulans",NA,NA,NA,"LC","Rattus exulans"
"8344","us",22693717,"Recurvirostra americana",NA,NA,NA,"LC","Recurvirostra americana"
"8345","us",190378,"Regalecus glesne",NA,NA,NA,"LC","Regalecus glesne"
"8346","us",60483137,"Regalecus russelii",NA,NA,NA,"LC","Regalecus russelii"
"8347","us",63885,"Regina grahamii",NA,NA,NA,"LC","Regina grahamii"
"8348","us",63887,"Regina septemvittata",NA,NA,NA,"LC","Regina septemvittata"
"8349","us",22712567,"Regulus calendula",NA,NA,NA,"LC","Regulus calendula"
"8350","us",22712594,"Regulus satrapa",NA,NA,NA,"LC","Regulus satrapa"
"8351","us",19407,"Reithrodontomys fulvescens",NA,NA,NA,"LC","Reithrodontomys fulvescens"
"8352","us",42678,"Reithrodontomys humulis",NA,NA,NA,"LC","Reithrodontomys humulis"
"8353","us",19410,"Reithrodontomys megalotis",NA,NA,NA,"LC","Reithrodontomys megalotis"
"8354","us",19413,"Reithrodontomys montanus",NA,NA,NA,"LC","Reithrodontomys montanus"
"8355","us",19401,"Reithrodontomys raviventris",NA,NA,NA,"EN","Reithrodontomys raviventris"
"8356","us",19423,"Relictus solitarius",NA,NA,NA,"NT","Relictus solitarius"
"8357","us",158905,"Remartinia luteipennis",NA,NA,NA,"LC","Remartinia luteipennis"
"8358","us",155075,"Remora albescens",NA,NA,NA,"LC","Remora albescens"
"8359","us",198650,"Remora australis",NA,NA,NA,"LC","Remora australis"
"8360","us",155068,"Remora brachyptera",NA,NA,NA,"LC","Remora brachyptera"
"8361","us",190080,"Remora osteochir",NA,NA,NA,"LC","Remora osteochir"
"8362","us",198651,"Remora remora",NA,NA,NA,"LC","Remora remora"
"8363","us",80212484,"Remya kauaiensis",NA,NA,NA,"EN","Remya kauaiensis"
"8364","us",80212504,"Remya montgomeryi",NA,NA,NA,"CR","Remya montgomeryi"
"8365","us",64056,"Rena dissecta",NA,NA,NA,"LC","Rena dissecta"
"8366","us",64057,"Rena dulcis",NA,NA,NA,"LC","Rena dulcis"
"8367","us",64058,"Rena humilis",NA,NA,NA,"LC","Rena humilis"
"8368","us",155179,"Rhacochilus vacca",NA,NA,NA,"LC","Rhacochilus vacca"
"8369","us",63890,"Rhadinaea flavilata",NA,NA,NA,"LC","Rhadinaea flavilata"
"8370","us",18257501,"Rhadinesthes decimus",NA,NA,NA,"LC","Rhadinesthes decimus"
"8371","us",64323209,"Rhexia virginica",NA,NA,NA,"LC","Rhexia virginica"
"8372","us",19488,"Rhincodon typus",NA,NA,NA,"EN","Rhincodon typus"
"8373","us",41065,"Rhinella marina",NA,NA,NA,"LC","Rhinella marina"
"8374","us",64219,"Rhineura floridana",NA,NA,NA,"LC","Rhineura floridana"
"8375","us",202361,"Rhinichthys atratulus",NA,NA,NA,"LC","Rhinichthys atratulus"
"8376","us",62204,"Rhinichthys cataractae",NA,NA,NA,"LC","Rhinichthys cataractae"
"8377","us",39285,"Rhinichthys cobitis",NA,NA,NA,"VU","Rhinichthys cobitis"
"8378","us",19490,"Rhinichthys deaconi",NA,NA,NA,"EX","Rhinichthys deaconi"
"8379","us",202362,"Rhinichthys evermanni",NA,NA,NA,"LC","Rhinichthys evermanni"
"8380","us",202363,"Rhinichthys falcatus",NA,NA,NA,"LC","Rhinichthys falcatus"
"8381","us",202364,"Rhinichthys obtusus",NA,NA,NA,"LC","Rhinichthys obtusus"
"8382","us",62205,"Rhinichthys osculus",NA,NA,NA,"LC","Rhinichthys osculus"
"8383","us",202365,"Rhinichthys umatilla",NA,NA,NA,"LC","Rhinichthys umatilla"
"8384","us",63909,"Rhinocheilus lecontei",NA,NA,NA,"LC","Rhinocheilus lecontei"
"8385","us",60145,"Rhinochimaera atlantica",NA,NA,NA,"LC","Rhinochimaera atlantica"
"8386","us",59040,"Rhinophrynus dorsalis",NA,NA,NA,"LC","Rhinophrynus dorsalis"
"8387","us",69800498,"Rhinopias xenops",NA,NA,NA,"LC","Rhinopias xenops"
"8388","us",60128,"Rhinoptera bonasus",NA,NA,NA,"NT","Rhinoptera bonasus"
"8389","us",161600,"Rhinoraja taranetzi",NA,NA,NA,"LC","Bathyraja taranetzi"
"8390","us",50967530,"Rhionaeschna californica",NA,NA,NA,"LC","Rhionaeschna californica"
"8391","us",165080,"Rhionaeschna dugesi",NA,NA,NA,"LC","Rhionaeschna dugesi"
"8392","us",50967597,"Rhionaeschna multicolor",NA,NA,NA,"LC","Rhionaeschna multicolor"
"8393","us",50967632,"Rhionaeschna mutata",NA,NA,NA,"LC","Rhionaeschna mutata"
"8394","us",49254680,"Rhionaeschna psilus",NA,NA,NA,"LC","Rhionaeschna psilus"
"8395","us",62378,"Rhipsalis baccifera",NA,NA,NA,"LC","Rhipsalis baccifera"
"8396","us",178851,"Rhizophora mangle",NA,NA,NA,"LC","Rhizophora mangle"
"8397","us",75121617,"Rhizopogon alexsmithii",NA,NA,NA,"EN","Rhizopogon alexsmithii"
"8398","us",161662,"Rhizoprionodon longurio",NA,NA,NA,"DD","Rhizoprionodon longurio"
"8399","us",39382,"Rhizoprionodon terraenovae",NA,NA,NA,"LC","Rhizoprionodon terraenovae"
"8400","us",22720745,"Rhodacanthis flaviceps",NA,NA,NA,"EX","Rhodacanthis flaviceps"
"8401","us",22720749,"Rhodacanthis palmeri",NA,NA,NA,"EX","Rhodacanthis palmeri"
"8402","us",19669,"Rhodacmea elatior",NA,NA,NA,"VU","Rhodacmea elatior"
"8403","us",19670,"Rhodacmea filosa",NA,NA,NA,"CR","Rhodacmea filosa"
"8404","us",189651,"Rhodacmea hinkleyi",NA,NA,NA,"DD","Rhodacmea hinkleyi"
"8405","us",82889952,"Rhododendron maximum",NA,NA,NA,"LC","Rhododendron maximum"
"8406","us",22694476,"Rhodostethia rosea",NA,NA,NA,"LC","Rhodostethia rosea"
"8407","us",190138,"Rhomboplites aurorubens",NA,NA,NA,"VU","Rhomboplites aurorubens"
"8408","us",124270038,"Rhus glabra",NA,NA,NA,"LC","Rhus glabra"
"8409","us",61984086,"Rhus typhina",NA,NA,NA,"LC","Rhus typhina"
"8410","us",19695,"Rhyacophila amabilis",NA,NA,NA,"EX","Rhyacophila amabilis"
"8411","us",59435,"Rhyacotriton cascadae",NA,NA,NA,"NT","Rhyacotriton cascadae"
"8412","us",59436,"Rhyacotriton kezeri",NA,NA,NA,"NT","Rhyacotriton kezeri"
"8413","us",59437,"Rhyacotriton olympicus",NA,NA,NA,"VU","Rhyacotriton olympicus"
"8414","us",59438,"Rhyacotriton variegatus",NA,NA,NA,"LC","Rhyacotriton variegatus"
"8415","us",60483177,"Rhynchactis macrothrix",NA,NA,NA,"DD","Rhynchactis macrothrix"
"8416","us",199223,"Rhynchoconger flavus",NA,NA,NA,"LC","Rhynchoconger flavus"
"8417","us",199040,"Rhynchoconger gracilior",NA,NA,NA,"LC","Rhynchoconger gracilior"
"8418","us",190096,"Rhynchoconger guppyi",NA,NA,NA,"LC","Rhynchoconger guppyi"
"8419","us",60483211,"Rhynchohyalus natalensis",NA,NA,NA,"LC","Rhynchohyalus natalensis"
"8420","us",22721025,"Rhynchophanes mccownii",NA,NA,NA,"LC","Rhynchophanes mccownii"
"8421","us",19379374,"Rhynchosia minima",NA,NA,NA,"LC","Rhynchosia minima"
"8422","us",19891570,"Rhynchosia senna",NA,NA,NA,"LC","Rhynchosia senna"
"8423","us",19618181,"Rhynchospora alba",NA,NA,NA,"LC","Rhynchospora alba"
"8424","us",64323216,"Rhynchospora capillacea",NA,NA,NA,"LC","Rhynchospora capillacea"
"8425","us",64323220,"Rhynchospora capitellata",NA,NA,NA,"LC","Rhynchospora capitellata"
"8426","us",64323224,"Rhynchospora fusca",NA,NA,NA,"LC","Rhynchospora fusca"
"8427","us",64323232,"Rhynchospora macrostachya",NA,NA,NA,"LC","Rhynchospora macrostachya"
"8428","us",168782,"Rhynchospora rugosa",NA,NA,NA,"LC","Rhynchospora rugosa"
"8429","us",19724,"Rhyncogonus bryani",NA,NA,NA,"EX","Rhyncogonus bryani"
"8430","us",64323685,"Ribes glandulosum",NA,NA,NA,"LC","Ribes glandulosum"
"8431","us",202368,"Richardsonius balteatus",NA,NA,NA,"LC","Richardsonius balteatus"
"8432","us",202369,"Richardsonius egregius",NA,NA,NA,"LC","Richardsonius egregius"
"8433","us",22708391,"Ridgwayia pinicola",NA,NA,NA,"LC","Ridgwayia pinicola"
"8434","us",15149028,"Rinoctes nasutus",NA,NA,NA,"LC","Rinoctes nasutus"
"8435","us",80703064,"Rinodina brodoana",NA,NA,NA,"EN",NA
"8436","us",80703073,"Rinodina chrysomelaena",NA,NA,NA,"CR","Rinodina chrysomelaena"
"8437","us",103815961,"Riparia riparia",NA,NA,NA,"LC","Riparia riparia"
"8438","us",185898,"Risor ruber",NA,NA,NA,"LC","Risor ruber"
"8439","us",22694502,"Rissa brevirostris",NA,NA,NA,"VU","Rissa brevirostris"
"8440","us",22694497,"Rissa tridactyla",NA,NA,NA,"VU","Rissa tridactyla"
"8441","us",165639,"Roa excelsa",NA,NA,NA,"LC","Roa excelsa"
"8442","us",19892296,"Robinia hispida",NA,NA,NA,"LC","Robinia hispida"
"8443","us",19892906,"Robinia neomexicana",NA,NA,NA,"LC","Robinia neomexicana"
"8444","us",19891648,"Robinia pseudoacacia",NA,NA,NA,"LC","Robinia pseudoacacia"
"8445","us",183830,"Roncador stearnsii",NA,NA,NA,"LC","Roncador stearnsii"
"8446","us",60483257,"Rondeletia bicolor",NA,NA,NA,"LC","Rondeletia bicolor"
"8447","us",60483273,"Rondeletia loricata",NA,NA,NA,"LC","Rondeletia loricata"
"8448","us",176580,"Rorippa austriaca",NA,NA,NA,"LC","Rorippa austriaca"
"8449","us",64323717,"Rorippa curvisiliqua",NA,NA,NA,"LC","Rorippa curvisiliqua"
"8450","us",176369,"Rorippa islandica",NA,NA,NA,"LC","Rorippa islandica"
"8451","us",175575,"Rorippa microphylla",NA,NA,NA,"LC","Nasturtium microphyllum"
"8452","us",176486,"Rorippa sylvestris",NA,NA,NA,"LC","Rorippa sylvestris"
"8453","us",64323755,"Rosa acicularis",NA,NA,NA,"LC","Rosa acicularis"
"8454","us",64323786,"Rosa palustris",NA,NA,NA,"LC","Rosa palustris"
"8455","us",20662018,"Rosenblattichthys hubbsi",NA,NA,NA,"LC","Rosenblattichthys hubbsi"
"8456","us",162529,"Rossia bullisi",NA,NA,NA,"DD","Rossia bullisi"
"8457","us",162575,"Rossia megaptera",NA,NA,NA,"LC","Rossia megaptera"
"8458","us",190951,"Rossia pacifica",NA,NA,NA,"DD","Rossia pacifica"
"8459","us",162614,"Rossia tortugaensis",NA,NA,NA,"DD","Rossia tortugaensis"
"8460","us",22695048,"Rostrhamus sociabilis",NA,NA,NA,"LC","Rostrhamus sociabilis"
"8461","us",168735,"Rotala indica",NA,NA,NA,"LC","Rotala indica"
"8462","us",64323857,"Rotala ramosior",NA,NA,NA,"LC","Rotala ramosior"
"8463","us",15149121,"Rouleina attrita",NA,NA,NA,"LC","Rouleina attrita"
"8464","us",190264,"Rouleina maderensis",NA,NA,NA,"LC","Rouleina maderensis"
"8465","us",64323866,"Rubus arcticus",NA,NA,NA,"LC","Rubus arcticus"
"8466","us",64323876,"Rubus chamaemorus",NA,NA,NA,"LC","Rubus chamaemorus"
"8467","us",64323892,"Rubus pedatus",NA,NA,NA,"LC","Rubus pedatus"
"8468","us",64323907,"Rubus pubescens",NA,NA,NA,"LC","Rubus pubescens"
"8469","us",64324002,"Rumex britannica",NA,NA,NA,"LC","Rumex britannica"
"8470","us",64324181,"Rumex occidentalis",NA,NA,NA,"LC","Rumex occidentalis"
"8471","us",22695880,"Rupornis magnirostris",NA,NA,NA,"LC","Rupornis magnirostris"
"8472","us",164508,"Ruppia maritima",NA,NA,NA,"LC","Ruppia maritima"
"8473","us",41790,"Rusa unicolor",NA,NA,NA,"VU","Rusa unicolor"
"8474","us",190432,"Ruvettus pretiosus",NA,NA,NA,"LC","Ruvettus pretiosus"
"8475","us",22694256,"Rynchops niger",NA,NA,NA,"LC","Rynchops niger"
"8476","us",16759340,"Rypticus bistrispinus",NA,NA,NA,"LC","Rypticus bistrispinus"
"8477","us",16811574,"Rypticus carpenteri",NA,NA,NA,"LC","Rypticus carpenteri"
"8478","us",16759353,"Rypticus maculatus",NA,NA,NA,"LC","Rypticus maculatus"
"8479","us",16759357,"Rypticus randalli",NA,NA,NA,"LC","Rypticus randalli"
"8480","us",193272,"Rypticus saponaceus",NA,NA,NA,"LC","Rypticus saponaceus"
"8481","us",16759367,"Rypticus subbifrenatus",NA,NA,NA,"LC","Rypticus subbifrenatus"
"8482","us",64324190,"Sabatia kennedyana",NA,NA,NA,"NT","Sabatia kennedyana"
"8483","us",175232,"Saccharum ravennae",NA,NA,NA,"LC","Saccharum ravennae"
"8484","us",18227123,"Saccopharynx ampullaceus",NA,NA,NA,"LC","Saccopharynx ampullaceus"
"8485","us",201121,"Saccostrea scyphophilla",NA,NA,NA,"LC","Saccostrea scyphophilla"
"8486","us",80229274,"Sadleria wagneriana",NA,NA,NA,"CR","Sadleria wagneriana"
"8487","us",154750,"Sagamichthys abei",NA,NA,NA,"LC","Sagamichthys abei"
"8488","us",64324204,"Sagittaria brevirostra",NA,NA,NA,"LC","Sagittaria brevirostra"
"8489","us",64324207,"Sagittaria cristata",NA,NA,NA,"LC","Sagittaria cristata"
"8490","us",64324210,"Sagittaria cuneata",NA,NA,NA,"LC","Sagittaria cuneata"
"8491","us",64324213,"Sagittaria graminea",NA,NA,NA,"LC","Sagittaria graminea"
"8492","us",64324216,"Sagittaria latifolia",NA,NA,NA,"LC","Sagittaria latifolia"
"8493","us",64324226,"Sagittaria rigida",NA,NA,NA,"LC","Sagittaria rigida"
"8494","us",64324246,"Salicornia rubra",NA,NA,NA,"LC","Salicornia rubra"
"8495","us",126588435,"Salix alaxensis",NA,NA,NA,"LC","Salix alaxensis"
"8496","us",203465,"Salix alba",NA,NA,NA,"LC","Salix alba"
"8497","us",126588956,"Salix amygdaloides",NA,NA,NA,"LC","Salix amygdaloides"
"8498","us",126588988,"Salix arbusculoides",NA,NA,NA,"LC","Salix arbusculoides"
"8499","us",64324256,"Salix athabascensis",NA,NA,NA,"LC","Salix athabascensis"
"8500","us",126589010,"Salix barclayi",NA,NA,NA,"LC","Salix barclayi"
"8501","us",64324259,"Salix bebbiana",NA,NA,NA,"LC","Salix bebbiana"
"8502","us",126589074,"Salix bonplandiana",NA,NA,NA,"LC","Salix bonplandiana"
"8503","us",64324263,"Salix candida",NA,NA,NA,"LC","Salix candida"
"8504","us",126589170,"Salix caroliniana",NA,NA,NA,"LC","Salix caroliniana"
"8505","us",19620468,"Salix cinerea",NA,NA,NA,"LC","Salix cinerea"
"8506","us",64324271,"Salix commutata",NA,NA,NA,"LC","Salix commutata"
"8507","us",126589188,"Salix discolor",NA,NA,NA,"LC","Salix discolor"
"8508","us",64324281,"Salix eriocephala",NA,NA,NA,"LC","Salix eriocephala"
"8509","us",126589236,"Salix exigua",NA,NA,NA,"LC","Salix exigua"
"8510","us",64324286,"Salix farriae",NA,NA,NA,"LC","Salix farriae"
"8511","us",30960,"Salix floridana",NA,NA,NA,"VU","Salix floridana"
"8512","us",126589461,"Salix geyeriana",NA,NA,NA,"LC","Salix geyeriana"
"8513","us",79927480,"Salix glauca",NA,NA,NA,"LC","Salix glauca"
"8514","us",126589665,"Salix gooddingii",NA,NA,NA,"LC","Salix gooddingii"
"8515","us",126589685,"Salix hookeriana",NA,NA,NA,"LC","Salix hookeriana"
"8516","us",126589800,"Salix interior",NA,NA,NA,"LC","Salix interior"
"8517","us",64324296,"Salix lanata",NA,NA,NA,"LC","Salix lanata"
